feature_type,held_out_cohort,n_train,n_test,n_test_ibd,n_test_control,auroc,auprc,best_C,best_l1_ratio
species,HMP_2019_ibdmdb,223,130,103,27,0.7580007191657676,0.892128111757629,0.04547334157724476,0.5318275870968661
species,HallAB_2017,321,32,20,12,0.8,0.8974774019084364,0.015590542353378796,0.05967789660956835
species,IjazUZ_2017,303,50,12,38,0.9583333333333333,0.8873359949017845,0.03906792934139106,0.19055460047076234
species,NielsenHB_2014,212,141,82,59,0.7071103761885076,0.7846641515200702,0.015590542353378796,0.05967789660956835
