"feature","sig_tier1","sig_tier2","sig_both","coef_tier1","qval_tier1","coef_tier2","qval_tier2"
"PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II",TRUE,TRUE,TRUE,0.214075344394667,0.0506592271941388,0.463414952188998,0.0288755149496661
