"species","mean_rel_abund","overall_prevalence","n_cohorts_passing_threshold","passed_abundance_prevalence_filter","passed_majority_cohort_rule","kept_final"
"Firmicutes bacterium CAG:95",0.0175604815864023,0.158640226628895,3,TRUE,TRUE,TRUE
"Enorma massiliensis",0.016199716713881,0.198300283286119,3,TRUE,TRUE,TRUE
"Citrobacter pasteurii",0.000250311614730878,0.0084985835694051,0,FALSE,FALSE,FALSE
"Streptococcus salivarius CAG:79",0,0,0,FALSE,FALSE,FALSE
"Veillonella seminalis",0.0108935694050991,0.0056657223796034,0,FALSE,FALSE,FALSE
"Enterococcus faecalis",0.198132861189802,0.0509915014164306,3,FALSE,TRUE,FALSE
"Streptococcus mitis",0.00542385269121813,0.169971671388102,3,FALSE,TRUE,FALSE
"Butyricicoccus pullicaecorum",0.00674022662889518,0.0311614730878187,1,FALSE,FALSE,FALSE
"Prevotella corporis",0.00150937677053824,0.0198300283286119,0,FALSE,FALSE,FALSE
"Lachnoclostridium sp. An131",0.00276903682719547,0.0481586402266289,2,FALSE,FALSE,FALSE
"Lachnoclostridium sp. An118",0.000385835694050991,0.028328611898017,1,FALSE,FALSE,FALSE
"[Clostridium] methylpentosum",0.0002571388101983,0.0169971671388102,0,FALSE,FALSE,FALSE
"Haemophilus parahaemolyticus",3.76203966005666e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Neisseria flavescens",0.000178753541076487,0.0028328611898017,0,FALSE,FALSE,FALSE
"Veillonella rogosae",0.000297450424929178,0.0198300283286119,0,FALSE,FALSE,FALSE
"Neisseria subflava",0,0,0,FALSE,FALSE,FALSE
"Sharpea azabuensis",0.000692322946175637,0.0708215297450425,1,FALSE,FALSE,FALSE
"Anaerofilum sp. An201",6.48441926345609e-05,0.0113314447592068,0,FALSE,FALSE,FALSE
"Romboutsia ilealis",0.00252756373937677,0.198300283286119,3,FALSE,TRUE,FALSE
"Fusobacterium periodonticum",0.00155399433427762,0.0113314447592068,0,FALSE,FALSE,FALSE
"Lachnoclostridium sp. An14",0.000881303116147309,0.0198300283286119,0,FALSE,FALSE,FALSE
"Flavonifractor sp. An100",0.000346657223796034,0.056657223796034,1,FALSE,FALSE,FALSE
"Clostridium sp. CAG:253",0.0188060623229462,0.0708215297450425,1,FALSE,FALSE,FALSE
"Arthrospira platensis",8.28895184135977e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Lactobacillus amylovorus",0.0513596600566572,0.0226628895184136,0,FALSE,FALSE,FALSE
"Limosilactobacillus oris",0.00268365439093484,0.0226628895184136,0,FALSE,FALSE,FALSE
"Streptococcus lutetiensis",0.0221214164305949,0.0169971671388102,0,FALSE,FALSE,FALSE
"Weissella cibaria",5.31444759206799e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Rothia mucilaginosa",0.00197985835694051,0.056657223796034,2,FALSE,FALSE,FALSE
"Streptococcus pasteurianus",0,0,0,FALSE,FALSE,FALSE
"Prevotella melaninogenica",0,0,0,FALSE,FALSE,FALSE
"Prevotella jejuni",0,0,0,FALSE,FALSE,FALSE
"Veillonella tobetsuensis",0.00255651558073654,0.0339943342776204,1,FALSE,FALSE,FALSE
"Streptococcus sp. M334",7.30878186968838e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Actinomyces sp. ICM47",0.000426685552407932,0.0481586402266289,3,FALSE,TRUE,FALSE
"Streptococcus sp. A12",0.000819546742209632,0.110481586402266,2,FALSE,FALSE,FALSE
"Clostridium sp. CAG:678",0.0330940793201133,0.0169971671388102,0,FALSE,FALSE,FALSE
"Candidatus Methanomassiliicoccus intestinalis",0.00488954674220963,0.0028328611898017,0,FALSE,FALSE,FALSE
"Candidatus Gastranaerophilales bacterium",0.00309152974504249,0.028328611898017,1,FALSE,FALSE,FALSE
"Prevotella denticola",0,0,0,FALSE,FALSE,FALSE
"Leuconostoc lactis",0,0,0,FALSE,FALSE,FALSE
"Prevotella oris",0,0,0,FALSE,FALSE,FALSE
"Prevotella dentalis",0,0,0,FALSE,FALSE,FALSE
"[Eubacterium] infirmum",1.40226628895184e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Shuttleworthia satelles",0,0,0,FALSE,FALSE,FALSE
"Prevotella nigrescens",0,0,0,FALSE,FALSE,FALSE
"Enterococcus hirae",0.00157733711048159,0.0028328611898017,0,FALSE,FALSE,FALSE
"Adlercreutzia caecimuris",0.00155271954674221,0.263456090651558,3,FALSE,TRUE,FALSE
"Citrobacter portucalensis",0.000238696883852691,0.0028328611898017,0,FALSE,FALSE,FALSE
"Raoultella ornithinolytica",0,0,0,FALSE,FALSE,FALSE
"Dysgonomonas mossii",0.000318810198300283,0.0056657223796034,0,FALSE,FALSE,FALSE
"Firmicutes bacterium CAG:646",0.0108227195467422,0.0254957507082153,1,FALSE,FALSE,FALSE
"Streptococcus gallolyticus",0,0,0,FALSE,FALSE,FALSE
"Christensenella hongkongensis",0.00158694050991501,0.0594900849858357,2,FALSE,FALSE,FALSE
"Lactobacillus paragasseri",0.0135807365439093,0.0481586402266289,2,FALSE,FALSE,FALSE
"Lactobacillus gasseri",0.00441212464589235,0.0396600566572238,2,FALSE,FALSE,FALSE
"Peptostreptococcus anaerobius",0.0274273371104816,0.0509915014164306,1,FALSE,FALSE,FALSE
"Acinetobacter ursingii",1.09348441926346e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Lactococcus lactis",0.0867495750708215,0.124645892351275,3,TRUE,TRUE,TRUE
"Odoribacter laneus",0.00649127478753541,0.0226628895184136,0,FALSE,FALSE,FALSE
"Haemophilus sputorum",0.00378076487252125,0.0311614730878187,0,FALSE,FALSE,FALSE
"Peptoniphilus harei",0.0307483569405099,0.0254957507082153,0,FALSE,FALSE,FALSE
"Pediococcus acidilactici",0.00278,0.0141643059490085,1,FALSE,FALSE,FALSE
"Fusobacterium gonidiaformans",0.0338051558073654,0.0113314447592068,0,FALSE,FALSE,FALSE
"Fusobacterium equinum",0.00573830028328612,0.0056657223796034,0,FALSE,FALSE,FALSE
"Leuconostoc garlicum",0,0,0,FALSE,FALSE,FALSE
"Campylobacter showae",0.000227847025495751,0.0056657223796034,0,FALSE,FALSE,FALSE
"Aeromonas hydrophila",0.00143940509915014,0.0028328611898017,0,FALSE,FALSE,FALSE
"Aeromonas dhakensis",3.41359773371105e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Prevotella stercorea",0.231252152974504,0.028328611898017,0,FALSE,FALSE,FALSE
"Phascolarctobacterium succinatutens",0.194368923512748,0.107648725212465,2,TRUE,FALSE,FALSE
"Prevotella sp. AM42-24",0.021545835694051,0.0198300283286119,0,FALSE,FALSE,FALSE
"Blastocystis sp. subtype 1",0.00269079320113314,0.0084985835694051,0,FALSE,FALSE,FALSE
"Bifidobacterium angulatum",0.00515583569405099,0.0141643059490085,0,FALSE,FALSE,FALSE
"Prevotella timonensis",0.00282079320113314,0.0339943342776204,0,FALSE,FALSE,FALSE
"Butyrivibrio crossotus",0.46059328611898,0.0878186968838527,2,FALSE,FALSE,FALSE
"Limosilactobacillus vaginalis",0.000235155807365439,0.0198300283286119,0,FALSE,FALSE,FALSE
"Ligilactobacillus ruminis",0.0518254674220963,0.028328611898017,0,FALSE,FALSE,FALSE
"Weissella confusa",0.000105807365439093,0.0028328611898017,0,FALSE,FALSE,FALSE
"Streptococcus mutans",0.00671946175637394,0.104815864022663,3,FALSE,TRUE,FALSE
"Clostridium celatum",0.00189883852691218,0.0254957507082153,0,FALSE,FALSE,FALSE
"Streptococcus australis",0.00422983002832861,0.113314447592068,3,FALSE,TRUE,FALSE
"Streptococcus sanguinis",0.00347175637393768,0.0934844192634561,3,FALSE,TRUE,FALSE
"Schaalia turicensis",0.0119124645892351,0.0453257790368272,1,FALSE,FALSE,FALSE
"Peptoniphilus duerdenii",0.000112691218130312,0.0028328611898017,0,FALSE,FALSE,FALSE
"Clostridium baratii",1.05382436260623e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Streptococcus sp. F0442",0.00100186968838527,0.0396600566572238,2,FALSE,FALSE,FALSE
"Prevotella sp. CAG:520",0.0141722662889518,0.0141643059490085,0,FALSE,FALSE,FALSE
"Cronobacter sakazakii",0,0,0,FALSE,FALSE,FALSE
"Actinomyces urogenitalis",0.00341895184135977,0.0056657223796034,0,FALSE,FALSE,FALSE
"Actinomyces graevenitzii",0.000310934844192635,0.0424929178470255,2,FALSE,FALSE,FALSE
"Parvimonas sp. oral taxon 110",8.10198300283286e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Eikenella corrodens",0.00679696883852691,0.0169971671388102,1,FALSE,FALSE,FALSE
"Parvimonas sp. oral taxon 393",0.000252294617563739,0.0056657223796034,0,FALSE,FALSE,FALSE
"Anaerococcus vaginalis",0.0803015864022663,0.0339943342776204,1,FALSE,FALSE,FALSE
"Gemella asaccharolytica",0.00107073654390935,0.0141643059490085,0,FALSE,FALSE,FALSE
"Lachnospiraceae bacterium 2_1_46FAA",0.00173379603399433,0.0084985835694051,0,FALSE,FALSE,FALSE
"Veillonella sp. CAG:933",0.0188198866855524,0.0198300283286119,0,FALSE,FALSE,FALSE
"Lacticaseibacillus rhamnosus",0.000627082152974504,0.0226628895184136,1,FALSE,FALSE,FALSE
"Campylobacter upsaliensis",0.0103610764872521,0.0028328611898017,0,FALSE,FALSE,FALSE
"Lachnospiraceae bacterium oral taxon 096",0.000234475920679887,0.0226628895184136,1,FALSE,FALSE,FALSE
"Campylobacter gracilis",0.000309376770538244,0.0056657223796034,0,FALSE,FALSE,FALSE
"Gemmiger sp. An50",4.10764872521246e-06,0.0056657223796034,0,FALSE,FALSE,FALSE
"Scardovia wiggsiae",0.000858895184135977,0.0198300283286119,1,FALSE,FALSE,FALSE
"Limosilactobacillus reuteri",0.00949821529745042,0.0084985835694051,0,FALSE,FALSE,FALSE
"Enterococcus avium",0.000552181303116147,0.0084985835694051,0,FALSE,FALSE,FALSE
"Enterococcus thailandicus",0,0,0,FALSE,FALSE,FALSE
"Paucilactobacillus vaccinostercus",0,0,0,FALSE,FALSE,FALSE
"Enterococcus casseliflavus",0.000216912181303116,0.0084985835694051,0,FALSE,FALSE,FALSE
"Bifidobacterium pullorum",0.00178305949008499,0.0169971671388102,0,FALSE,FALSE,FALSE
"Actinomyces sp. oral taxon 180",0,0,0,FALSE,FALSE,FALSE
"Enterococcus sp. 3H8_DIV0648",0,0,0,FALSE,FALSE,FALSE
"Enterococcus gallinarum",0.000138753541076487,0.0056657223796034,0,FALSE,FALSE,FALSE
"Varibaculum cambriense",0.000772351274787535,0.0028328611898017,0,FALSE,FALSE,FALSE
"Veillonella rodentium",0.000297705382436261,0.0084985835694051,0,FALSE,FALSE,FALSE
"Lactobacillus crispatus",0.00319130311614731,0.0226628895184136,0,FALSE,FALSE,FALSE
"Lawsonella clevelandensis",0.000238951841359773,0.0056657223796034,0,FALSE,FALSE,FALSE
"Porphyromonas sp. HMSC065F10",0.00107617563739377,0.0056657223796034,0,FALSE,FALSE,FALSE
"Citrobacter werkmanii",3.28328611898017e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Lactobacillus johnsonii",0.0211020396600567,0.0141643059490085,0,FALSE,FALSE,FALSE
"Sarcina ventriculi",3.76770538243626e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Streptococcus macedonicus",7.22379603399434e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Klebsiella variicola CAG:634",0.0445001133144476,0.0056657223796034,0,FALSE,FALSE,FALSE
"Phytobacter palmae",0,0,0,FALSE,FALSE,FALSE
"Enterococcus raffinosus",0.0209585552407932,0.0056657223796034,0,FALSE,FALSE,FALSE
"Prevotella amnii",0,0,0,FALSE,FALSE,FALSE
"Catenibacterium mitsuokai",0.143540764872521,0.107648725212465,2,TRUE,FALSE,FALSE
"Saccharomyces cerevisiae",0.000757847025495751,0.0141643059490085,0,FALSE,FALSE,FALSE
"Eubacterium limosum",0.000420368271954674,0.0339943342776204,1,FALSE,FALSE,FALSE
"Staphylococcus hominis",0,0,0,FALSE,FALSE,FALSE
"Alloprevotella tannerae",0,0,0,FALSE,FALSE,FALSE
"Haemophilus paraphrohaemolyticus",0,0,0,FALSE,FALSE,FALSE
"[Eubacterium] brachy",0.000371784702549575,0.0141643059490085,1,FALSE,FALSE,FALSE
"Ruminococcus sp. CAG:403",0.0193941359773371,0.0368271954674221,1,FALSE,FALSE,FALSE
"Fannyhessea vaginae",4.84135977337111e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Cronobacter malonaticus",0,0,0,FALSE,FALSE,FALSE
"Streptococcus infantis",0.002378611898017,0.104815864022663,3,FALSE,TRUE,FALSE
"Actinomyces sp. oral taxon 181",0.000279093484419263,0.0453257790368272,2,FALSE,FALSE,FALSE
"Clostridium butyricum",0.037087507082153,0.0113314447592068,1,FALSE,FALSE,FALSE
"Abiotrophia sp. HMSC24B09",5.4957507082153e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Gemella haemolysans",0.000761501416430595,0.0481586402266289,2,FALSE,FALSE,FALSE
"Firmicutes bacterium CAG:170",0.00722484419263456,0.0594900849858357,1,FALSE,FALSE,FALSE
"Solobacterium moorei",0.0116820396600567,0.0509915014164306,2,FALSE,FALSE,FALSE
"Pseudomonas guguanensis",0,0,0,FALSE,FALSE,FALSE
"Lactobacillus jensenii",0,0,0,FALSE,FALSE,FALSE
"Clostridium cadaveris",0.017164164305949,0.0169971671388102,0,FALSE,FALSE,FALSE
"Aggregatibacter sp. oral taxon 458",0,0,0,FALSE,FALSE,FALSE
"Anaerocolumna aminovalerica",0,0,0,FALSE,FALSE,FALSE
"Clostridium sporogenes",0,0,0,FALSE,FALSE,FALSE
"Clostridium botulinum",0,0,0,FALSE,FALSE,FALSE
"Campylobacter hominis",3.8385269121813e-05,0.0113314447592068,0,FALSE,FALSE,FALSE
"Murimonas intestini",0.000420736543909348,0.0056657223796034,0,FALSE,FALSE,FALSE
"Clostridium sp. CAG:964",0.00629212464589235,0.0084985835694051,0,FALSE,FALSE,FALSE
"Pediococcus pentosaceus",0,0,0,FALSE,FALSE,FALSE
"Corynebacterium amycolatum",0,0,0,FALSE,FALSE,FALSE
"Parvimonas sp. KA00067",0.0543862039660057,0.0198300283286119,1,FALSE,FALSE,FALSE
"Bacteroidales bacterium KA00251",1.18980169971671e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Fusobacterium mortiferum",0.0493760056657224,0.0056657223796034,0,FALSE,FALSE,FALSE
"Lacrimispora celerecrescens",0,0,0,FALSE,FALSE,FALSE
"Butyrivibrio sp. CAG:318",0.215291104815864,0.0736543909348442,2,FALSE,FALSE,FALSE
"Cellulosilyticum lentocellum",0,0,0,FALSE,FALSE,FALSE
"Eubacteriaceae bacterium CHKCI005",0.000174079320113314,0.0339943342776204,1,FALSE,FALSE,FALSE
"Eubacterium coprostanoligenes",0,0,0,FALSE,FALSE,FALSE
"Firmicutes bacterium CAG:238",0.0108072521246459,0.0736543909348442,1,FALSE,FALSE,FALSE
"Dysgonomonas gadei",0.000409801699716714,0.0028328611898017,0,FALSE,FALSE,FALSE
"Bacteroides fluxus",0.0209993484419263,0.0113314447592068,0,FALSE,FALSE,FALSE
"Bacteroides sp. D2",0.000440736543909348,0.0169971671388102,0,FALSE,FALSE,FALSE
"Citrobacter farmeri",0.000194305949008499,0.0028328611898017,0,FALSE,FALSE,FALSE
"Gemella sanguinis",0.00941841359773371,0.189801699716714,3,FALSE,TRUE,FALSE
"Sanguibacteroides justesenii",0.00408220963172805,0.0708215297450425,1,FALSE,FALSE,FALSE
"Porphyromonas endodontalis",0,0,0,FALSE,FALSE,FALSE
"Streptococcus peroris",4.15580736543909e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Actinomyces sp. HPA0247",0.000367818696883853,0.0226628895184136,2,FALSE,FALSE,FALSE
"Lactiplantibacillus plantarum",9.01416430594901e-05,0.0084985835694051,0,FALSE,FALSE,FALSE
"Limosilactobacillus mucosae",0.00348521246458923,0.0254957507082153,0,FALSE,FALSE,FALSE
"Providencia alcalifaciens",3.72237960339943e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Robinsoniella sp. RHS",0,0,0,FALSE,FALSE,FALSE
"Fructilactobacillus sanfranciscensis",2.45325779036827e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:1185",0.0563677620396601,0.0906515580736544,1,FALSE,FALSE,FALSE
"Peptoniphilus lacrimalis",0.00321050991501416,0.0113314447592068,0,FALSE,FALSE,FALSE
"Gemella morbillorum",0.00361745042492918,0.0509915014164306,3,FALSE,TRUE,FALSE
"Frigoribacterium sp. Leaf8",0,0,0,FALSE,FALSE,FALSE
"Clostridium sp. MSTE9",0,0,0,FALSE,FALSE,FALSE
"[Clostridium] hylemonae",0.000137818696883853,0.0169971671388102,1,FALSE,FALSE,FALSE
"Treponema lecithinolyticum",0,0,0,FALSE,FALSE,FALSE
"Faecalicoccus pleomorphus",0.00303524079320113,0.0311614730878187,1,FALSE,FALSE,FALSE
"Flavonifractor sp. An306",0.0012629178470255,0.0028328611898017,0,FALSE,FALSE,FALSE
"Prevotella oralis",0.0021242776203966,0.0056657223796034,0,FALSE,FALSE,FALSE
"Peptoniphilus sp. BV3C26",0,0,0,FALSE,FALSE,FALSE
"Brachyspira pilosicoli",0,0,0,FALSE,FALSE,FALSE
"Bacteroides sp. OM08-11",0.00450014164305949,0.0311614730878187,1,FALSE,FALSE,FALSE
"Proteus penneri",0.000231558073654391,0.0028328611898017,0,FALSE,FALSE,FALSE
"Corynebacterium kroppenstedtii",0,0,0,FALSE,FALSE,FALSE
"Faecalitalea cylindroides",0.211896033994334,0.0906515580736544,3,FALSE,TRUE,FALSE
"Wohlfahrtiimonas chitiniclastica",0,0,0,FALSE,FALSE,FALSE
"Bacteroides clarus",0.05242611898017,0.141643059490085,1,TRUE,FALSE,FALSE
"Acidaminococcus sp. CAG:542",0.00612294617563739,0.0084985835694051,0,FALSE,FALSE,FALSE
"Peptoniphilus coxii",0.00965339943342776,0.0113314447592068,0,FALSE,FALSE,FALSE
"Alistipes timonensis",0.00155546742209632,0.0481586402266289,1,FALSE,FALSE,FALSE
"Clostridium sp. D5",0.000671954674220963,0.0141643059490085,0,FALSE,FALSE,FALSE
"Prevotella bergensis",0,0,0,FALSE,FALSE,FALSE
"Ruminococcus sp. CAG:563",0.00262971671388102,0.0141643059490085,0,FALSE,FALSE,FALSE
"Kluyvera cryocrescens",0,0,0,FALSE,FALSE,FALSE
"Ezakiella coagulans",2.31728045325779e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"[Bacteroides] pectinophilus",0.0256260056657224,0.0254957507082153,1,FALSE,FALSE,FALSE
"Bacteroides sp. CAG:661",0.000879801699716714,0.0084985835694051,0,FALSE,FALSE,FALSE
"Bacteroides sp. CAG:598",0.00736467422096317,0.0169971671388102,0,FALSE,FALSE,FALSE
"Comamonas kerstersii",0.000173541076487252,0.0028328611898017,0,FALSE,FALSE,FALSE
"Firmicutes bacterium CAG:534",0.00442504249291785,0.0084985835694051,0,FALSE,FALSE,FALSE
"Clostridium sp. CAG:413",0.0380823796033994,0.0368271954674221,1,FALSE,FALSE,FALSE
"Schaalia odontolytica",0.000445835694050991,0.056657223796034,3,FALSE,TRUE,FALSE
"Streptococcus cristatus",7.27195467422096e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Actinomyces sp. HMSC035G02",0.000311104815864023,0.0481586402266289,3,FALSE,TRUE,FALSE
"Lancefieldella rimae",0.000310906515580737,0.0084985835694051,0,FALSE,FALSE,FALSE
"Streptococcus milleri",0.000152379603399433,0.0113314447592068,0,FALSE,FALSE,FALSE
"Finegoldia magna",0.0228520679886686,0.0113314447592068,0,FALSE,FALSE,FALSE
"Lancefieldella parvula",0.000557393767705382,0.0169971671388102,0,FALSE,FALSE,FALSE
"Prevotella oulorum",0,0,0,FALSE,FALSE,FALSE
"Dellaglioa algida",3.71954674220963e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Lactonifactor longoviformis",0.000478753541076487,0.0453257790368272,2,FALSE,FALSE,FALSE
"Hafnia alvei",0.00016028328611898,0.0084985835694051,0,FALSE,FALSE,FALSE
"Neisseria cinerea",0,0,0,FALSE,FALSE,FALSE
"Corynebacterium oculi",0,0,0,FALSE,FALSE,FALSE
"Ruminococcus sp. CAG:488",0.0366801133144476,0.0226628895184136,0,FALSE,FALSE,FALSE
"Corynebacterium accolens",0,0,0,FALSE,FALSE,FALSE
"Prevotella sp. S7-1-8",0,0,0,FALSE,FALSE,FALSE
"Campylobacter ureolyticus",0,0,0,FALSE,FALSE,FALSE
"Atopobium deltae",6.30311614730878e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Gleimia europaea",0,0,0,FALSE,FALSE,FALSE
"Mitsuokella jalaludinii",0.0045843342776204,0.0226628895184136,0,FALSE,FALSE,FALSE
"Mitsuokella multacida",0.00033257790368272,0.0113314447592068,0,FALSE,FALSE,FALSE
"Peptoniphilus sp. HMSC062D09",0.000221954674220963,0.0056657223796034,0,FALSE,FALSE,FALSE
"Anaerococcus lactolyticus",0.0482785269121813,0.0028328611898017,0,FALSE,FALSE,FALSE
"Granulicatella adiacens",0.000169008498583569,0.0056657223796034,0,FALSE,FALSE,FALSE
"Anaerosporobacter mobilis",1.30028328611898e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Clostridium sp. 7_2_43FAA",0.000169263456090652,0.0028328611898017,0,FALSE,FALSE,FALSE
"Kosakonia sacchari",0,0,0,FALSE,FALSE,FALSE
"Staphylococcus aureus",0.00180917847025496,0.0141643059490085,0,FALSE,FALSE,FALSE
"Ligilactobacillus animalis",0.000728725212464589,0.0028328611898017,0,FALSE,FALSE,FALSE
"Weissella viridescens",0,0,0,FALSE,FALSE,FALSE
"Dysgonomonas sp. 37-18",0.00107509915014164,0.0028328611898017,0,FALSE,FALSE,FALSE
"Serratia liquefaciens",0,0,0,FALSE,FALSE,FALSE
"Streptococcus sp. HPH0090",1.07932011331445e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Anaerostipes sp. 494a",0,0,0,FALSE,FALSE,FALSE
"Lactococcus petauri",0,0,0,FALSE,FALSE,FALSE
"Obesumbacterium proteus",0,0,0,FALSE,FALSE,FALSE
"Fusobacterium sp. oral taxon 370",0.000514107648725213,0.0028328611898017,0,FALSE,FALSE,FALSE
"[Butyribacterium] methylotrophicum",9.43342776203966e-06,0.0056657223796034,0,FALSE,FALSE,FALSE
"Phocaeicola sartorii",0.0193708498583569,0.0028328611898017,0,FALSE,FALSE,FALSE
"Bacteroides sp. CAG:530",0.0303307932011331,0.0169971671388102,0,FALSE,FALSE,FALSE
"Megasphaera elsdenii",0.00525152974504249,0.0141643059490085,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:1092",0.000150509915014164,0.0028328611898017,0,FALSE,FALSE,FALSE
"Fusobacterium sp. CAG:439",0.0104262606232295,0.0198300283286119,0,FALSE,FALSE,FALSE
"Anaeromassilibacillus sp. An172",0.00194371104815864,0.0056657223796034,0,FALSE,FALSE,FALSE
"Aggregatibacter aphrophilus",0.000360169971671388,0.0113314447592068,1,FALSE,FALSE,FALSE
"Aerococcus urinaeequi",0,0,0,FALSE,FALSE,FALSE
"Pseudomonas fragi",0,0,0,FALSE,FALSE,FALSE
"Thermoleophilum album",0,0,0,FALSE,FALSE,FALSE
"Bacteroides sp. CAG:633",0.0350718980169972,0.0113314447592068,0,FALSE,FALSE,FALSE
"Serratia marcescens",0,0,0,FALSE,FALSE,FALSE
"Actinotignum timonense",0,0,0,FALSE,FALSE,FALSE
"Fusobacterium naviforme",0,0,0,FALSE,FALSE,FALSE
"Haemophilus influenzae",0,0,0,FALSE,FALSE,FALSE
"Prevotella intermedia",5.45892351274787e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Bacteroidetes oral taxon 274",0,0,0,FALSE,FALSE,FALSE
"Citrobacter europaeus",0,0,0,FALSE,FALSE,FALSE
"Bifidobacterium asteroides",0,0,0,FALSE,FALSE,FALSE
"Enterococcus durans",5.07082152974504e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Enterococcus pseudoavium",0,0,0,FALSE,FALSE,FALSE
"Microvirgula aerodenitrificans",0,0,0,FALSE,FALSE,FALSE
"Yersinia frederiksenii",0,0,0,FALSE,FALSE,FALSE
"Faecalicatena orotica",1.55807365439094e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Enterococcus asini",0,0,0,FALSE,FALSE,FALSE
"Paenibacillus macerans",0,0,0,FALSE,FALSE,FALSE
"Bavariicoccus seileri",0,0,0,FALSE,FALSE,FALSE
"Kluyvera georgiana",0,0,0,FALSE,FALSE,FALSE
"Prevotella histicola",0,0,0,FALSE,FALSE,FALSE
"Prevotella pallens",0,0,0,FALSE,FALSE,FALSE
"Chlamydia ibidis",6.9943342776204e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Enterococcus mundtii",0,0,0,FALSE,FALSE,FALSE
"Anaerostipes sp. 992a",7.68838526912181e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Actinobaculum sp. oral taxon 183",4.52974504249292e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Lachnoclostridium sp. An298",0,0,0,FALSE,FALSE,FALSE
"Haemophilus haemolyticus",0.00836682719546742,0.0113314447592068,1,FALSE,FALSE,FALSE
"Enterococcus dispar",0,0,0,FALSE,FALSE,FALSE
"Atopobium minutum",0.0025228895184136,0.0084985835694051,1,FALSE,FALSE,FALSE
"Corynebacterium argentoratense",0.000264872521246459,0.0113314447592068,0,FALSE,FALSE,FALSE
"Actinomyces oris",0.000235297450424929,0.0311614730878187,2,FALSE,FALSE,FALSE
"Pseudoramibacter alactolyticus",0.000836345609065156,0.0028328611898017,0,FALSE,FALSE,FALSE
"Lactobacillus apis",0.000300481586402266,0.0028328611898017,0,FALSE,FALSE,FALSE
"Lactobacillus kullabergensis",3.08781869688385e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Rothia dentocariosa",0.000117337110481586,0.0198300283286119,1,FALSE,FALSE,FALSE
"Olsenella uli",3.34277620396601e-05,0.0056657223796034,1,FALSE,FALSE,FALSE
"Lactobacillus helsingborgensis",9.80169971671388e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Corynebacterium durum",7.96033994334278e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Oribacterium parvum",3.75920679886686e-05,0.0141643059490085,0,FALSE,FALSE,FALSE
"Denitrobacterium detoxificans",3.6628895184136e-05,0.028328611898017,1,FALSE,FALSE,FALSE
"Leuconostoc gelidum",2.62039660056657e-05,0.0084985835694051,0,FALSE,FALSE,FALSE
"Oribacterium sinus",2.18130311614731e-05,0.0084985835694051,0,FALSE,FALSE,FALSE
"Leuconostoc mesenteroides",0.00098070821529745,0.0424929178470255,1,FALSE,FALSE,FALSE
"Lactobacillus kimbladii",0,0,0,FALSE,FALSE,FALSE
"Eubacterium callanderi",0.00033399433427762,0.0113314447592068,1,FALSE,FALSE,FALSE
"Latilactobacillus curvatus",8.43342776203966e-05,0.0198300283286119,0,FALSE,FALSE,FALSE
"Peptacetobacter hiranonis",0,0,0,FALSE,FALSE,FALSE
"Actinomyces johnsonii",0,0,0,FALSE,FALSE,FALSE
"Carnobacterium divergens",0,0,0,FALSE,FALSE,FALSE
"Staphylococcus xylosus",0,0,0,FALSE,FALSE,FALSE
"Abiotrophia defectiva",2.46458923512748e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Pantoea dispersa",0,0,0,FALSE,FALSE,FALSE
"[Kluyvera] intestini",0,0,0,FALSE,FALSE,FALSE
